factor,level,count
context_critical_contrast_id,critical-debugging-00004154,2
context_critical_contrast_id,critical-bandit-00004155,2
context_critical_contrast_id,critical-foraging-00004156,2
context_critical_contrast_id,critical-debugging-00004157,2
context_critical_contrast_id,critical-bandit-00004158,2
context_critical_contrast_id,critical-foraging-00004159,2
context_critical_contrast_id,critical-debugging-00004160,2
context_critical_contrast_id,critical-bandit-00004161,2
context_critical_contrast_id,critical-foraging-00004162,2
context_critical_contrast_id,critical-debugging-00004163,2
context_critical_contrast_id,critical-bandit-00004164,2
context_critical_contrast_id,critical-foraging-00004165,2
context_critical_contrast_id,critical-debugging-00004166,2
context_critical_contrast_id,critical-bandit-00004167,2
context_critical_contrast_id,critical-foraging-00004168,2
context_critical_contrast_id,critical-debugging-00004169,2
context_critical_contrast_id,critical-bandit-00004170,2
context_critical_contrast_id,critical-foraging-00004171,2
context_critical_contrast_id,critical-debugging-00004172,2
context_critical_contrast_id,critical-bandit-00004173,2
context_critical_contrast_id,critical-foraging-00004174,2
context_critical_contrast_id,critical-debugging-00004175,2
context_critical_contrast_id,critical-bandit-00004176,2
context_critical_contrast_id,critical-foraging-00004177,2
context_critical_contrast_id,critical-debugging-00004178,2
context_critical_contrast_id,critical-bandit-00004179,2
context_critical_contrast_id,critical-foraging-00004180,2
context_critical_contrast_id,critical-debugging-00004181,2
context_critical_contrast_id,critical-bandit-00004182,2
context_critical_contrast_id,critical-foraging-00004183,2
context_critical_contrast_id,critical-debugging-00004184,2
context_critical_contrast_id,critical-bandit-00004185,2
context_critical_contrast_id,critical-foraging-00004186,2
context_critical_contrast_id,critical-debugging-00004187,2
context_critical_contrast_id,critical-bandit-00004188,2
context_critical_contrast_id,critical-foraging-00004189,2
context_critical_contrast_id,critical-debugging-00004190,2
context_critical_contrast_id,critical-bandit-00004191,2
context_critical_contrast_id,critical-foraging-00004192,2
context_critical_contrast_id,critical-debugging-00004193,2
context_critical_contrast_id,critical-bandit-00004194,2
context_critical_contrast_id,critical-foraging-00004195,2
context_critical_contrast_id,critical-debugging-00004196,2
context_critical_contrast_id,critical-bandit-00004197,2
context_critical_contrast_id,critical-foraging-00004198,2
context_critical_contrast_id,critical-debugging-00004199,2
context_critical_contrast_id,critical-bandit-00004200,2
context_critical_contrast_id,critical-foraging-00004201,2
context_critical_contrast_id,critical-debugging-00004202,2
context_critical_contrast_id,critical-bandit-00004203,2
context_critical_contrast_id,critical-foraging-00004204,2
context_critical_contrast_id,critical-debugging-00004205,2
context_critical_contrast_id,critical-bandit-00004206,2
context_critical_contrast_id,critical-foraging-00004207,2
context_critical_contrast_id,critical-debugging-00004208,2
context_critical_contrast_id,critical-bandit-00004209,2
context_critical_contrast_id,critical-foraging-00004210,2
context_critical_contrast_id,critical-debugging-00004211,2
context_critical_contrast_id,critical-bandit-00004212,2
context_critical_contrast_id,critical-foraging-00004213,2
context_critical_contrast_id,critical-debugging-00004214,2
context_critical_contrast_id,critical-bandit-00004215,2
context_critical_contrast_id,critical-foraging-00004216,2
context_critical_contrast_id,critical-debugging-00004217,2
context_critical_contrast_id,critical-bandit-00004218,2
context_critical_contrast_id,critical-foraging-00004219,2
context_critical_contrast_id,critical-debugging-00004220,2
context_critical_contrast_id,critical-bandit-00004221,2
context_critical_contrast_id,critical-foraging-00004222,2
context_critical_contrast_id,critical-debugging-00004223,2
context_critical_contrast_id,critical-bandit-00004224,2
context_critical_contrast_id,critical-foraging-00004225,2
context_critical_contrast_id,critical-debugging-00004226,2
context_critical_contrast_id,critical-bandit-00004227,2
context_critical_contrast_id,critical-foraging-00004228,2
context_critical_contrast_id,critical-debugging-00004229,2
context_critical_contrast_id,critical-bandit-00004230,2
context_critical_contrast_id,critical-foraging-00004231,2
context_critical_contrast_id,critical-debugging-00004232,2
context_critical_contrast_id,critical-bandit-00004233,2
context_critical_contrast_id,critical-foraging-00004234,2
context_critical_contrast_id,critical-debugging-00004235,2
context_critical_contrast_id,critical-bandit-00004236,2
context_critical_contrast_id,critical-foraging-00004237,2
context_critical_contrast_id,critical-debugging-00004238,2
context_critical_contrast_id,critical-bandit-00004239,2
context_critical_contrast_id,critical-foraging-00004240,2
context_critical_contrast_id,critical-debugging-00004241,2
context_critical_contrast_id,critical-bandit-00004242,2
context_critical_contrast_id,critical-foraging-00004243,2
context_critical_contrast_id,critical-debugging-00004244,2
context_critical_contrast_id,critical-bandit-00004245,2
context_critical_contrast_id,critical-foraging-00004246,2
context_critical_contrast_id,critical-debugging-00004247,2
context_critical_contrast_id,critical-bandit-00004248,2
context_critical_contrast_id,critical-foraging-00004249,2
context_critical_contrast_id,critical-debugging-00004250,2
context_critical_contrast_id,critical-bandit-00004251,2
context_critical_contrast_id,critical-foraging-00004252,2
context_critical_contrast_id,critical-debugging-00004253,2
context_critical_contrast_id,critical-bandit-00004254,2
context_critical_contrast_id,critical-foraging-00004255,2
context_critical_contrast_id,critical-debugging-00004256,2
context_critical_contrast_id,critical-bandit-00004257,2
context_critical_contrast_id,critical-foraging-00004258,2
context_critical_contrast_id,critical-debugging-00004259,2
context_critical_contrast_id,critical-bandit-00004260,2
context_critical_contrast_id,critical-foraging-00004261,2
context_critical_contrast_id,critical-debugging-00004262,2
context_critical_contrast_id,critical-bandit-00004263,2
context_critical_contrast_id,critical-foraging-00004264,2
context_critical_contrast_id,critical-debugging-00004265,2
context_critical_contrast_id,critical-bandit-00004266,2
context_critical_contrast_id,critical-foraging-00004267,2
context_critical_contrast_id,critical-debugging-00004268,2
context_critical_contrast_id,critical-bandit-00004269,2
context_critical_contrast_id,critical-foraging-00004270,2
context_critical_contrast_id,critical-debugging-00004271,2
context_critical_contrast_id,critical-bandit-00004272,2
context_critical_contrast_id,critical-foraging-00004273,2
context_critical_contrast_id,critical-debugging-00004274,2
context_critical_contrast_id,critical-bandit-00004275,2
context_critical_contrast_id,critical-foraging-00004276,2
context_critical_contrast_id,critical-debugging-00004277,2
context_critical_contrast_id,critical-bandit-00004278,2
context_critical_contrast_id,critical-foraging-00004279,2
context_critical_contrast_id,critical-debugging-00004280,2
context_critical_contrast_id,critical-bandit-00004281,2
context_critical_contrast_id,critical-foraging-00004282,2
context_critical_contrast_id,critical-debugging-00004283,2
context_critical_contrast_id,critical-bandit-00004284,2
context_critical_contrast_id,critical-foraging-00004285,2
context_critical_contrast_id,critical-debugging-00004286,2
context_critical_contrast_id,critical-bandit-00004287,2
context_critical_contrast_id,critical-foraging-00004288,2
context_critical_contrast_id,critical-debugging-00004289,2
context_critical_contrast_id,critical-bandit-00004290,2
context_critical_contrast_id,critical-foraging-00004291,2
context_critical_contrast_id,critical-debugging-00004292,2
context_critical_contrast_id,critical-bandit-00004293,2
context_critical_contrast_id,critical-foraging-00004294,2
context_critical_contrast_id,critical-debugging-00004295,2
context_critical_contrast_id,critical-bandit-00004296,2
context_critical_contrast_id,critical-foraging-00004297,2
context_critical_contrast_id,critical-debugging-00004298,2
context_critical_contrast_id,critical-bandit-00004299,2
context_critical_contrast_id,critical-foraging-00004300,2
context_critical_contrast_id,critical-debugging-00004301,2
context_critical_contrast_id,critical-bandit-00004302,2
context_critical_contrast_id,critical-foraging-00004303,2
context_critical_contrast_id,critical-debugging-00004304,2
context_critical_contrast_id,critical-bandit-00004305,2
context_critical_contrast_id,critical-foraging-00004306,2
context_critical_contrast_id,critical-debugging-00004307,2
context_critical_contrast_id,critical-bandit-00004308,2
context_critical_contrast_id,critical-foraging-00004309,2
context_critical_contrast_id,critical-debugging-00004310,2
context_critical_contrast_id,critical-bandit-00004311,2
context_critical_contrast_id,critical-foraging-00004312,2
context_critical_contrast_id,critical-debugging-00004313,2
context_critical_contrast_id,critical-bandit-00004314,2
context_critical_contrast_id,critical-foraging-00004315,2
context_critical_contrast_id,critical-debugging-00004316,2
context_critical_contrast_id,critical-bandit-00004317,2
context_critical_contrast_id,critical-foraging-00004318,2
context_critical_contrast_id,critical-debugging-00004319,2
context_critical_contrast_id,critical-bandit-00004320,2
context_critical_contrast_id,critical-foraging-00004321,2
context_critical_contrast_id,critical-debugging-00004322,2
context_critical_contrast_id,critical-bandit-00004323,2
context_critical_contrast_id,critical-foraging-00004324,2
context_critical_contrast_id,critical-debugging-00004325,2
context_critical_contrast_id,critical-bandit-00004326,2
context_critical_contrast_id,critical-foraging-00004327,2
context_critical_contrast_id,critical-debugging-00004328,2
context_critical_contrast_id,critical-bandit-00004329,2
context_critical_contrast_id,critical-foraging-00004330,2
context_critical_contrast_id,critical-debugging-00004331,2
context_critical_contrast_id,critical-bandit-00004332,2
context_critical_contrast_id,critical-foraging-00004333,2
context_critical_contrast_id,critical-debugging-00004334,2
context_critical_contrast_id,critical-bandit-00004335,2
context_critical_contrast_id,critical-foraging-00004336,2
context_critical_contrast_id,critical-debugging-00004337,2
context_critical_contrast_id,critical-bandit-00004338,2
context_critical_contrast_id,critical-foraging-00004339,2
context_critical_contrast_id,critical-debugging-00004340,2
context_critical_contrast_id,critical-bandit-00004341,2
context_critical_contrast_id,critical-foraging-00004342,2
context_critical_contrast_id,critical-debugging-00004343,2
context_critical_contrast_id,critical-bandit-00004344,2
context_critical_contrast_id,critical-foraging-00004345,2
context_critical_contrast_id,critical-debugging-00004346,2
context_critical_contrast_id,critical-bandit-00004347,2
context_critical_contrast_id,critical-foraging-00004348,2
context_critical_contrast_id,critical-debugging-00004349,2
context_critical_contrast_id,critical-bandit-00004350,2
context_critical_contrast_id,critical-foraging-00004351,2
